seed,neuron,a,b,activation
0,99,30,27,0.717595
0,99,30,28,0.863736
0,99,30,29,0.983903
0,99,30,30,1.06054
0,99,30,31,1.37593
0,99,30,32,0.846711
0,99,30,33,1.05407
0,99,30,34,0.646504
0,99,30,35,0.964485
0,99,30,36,0.590628
0,99,30,37,0.610636
0,99,30,38,0.625351
0,99,30,39,0.592283
0,99,30,40,0.920847
0,99,30,41,0.483945
0,99,30,42,0.743779
0,99,30,43,0.350344
0,99,30,44,0.802034
0,99,30,45,0.667743
0,99,30,46,0.824307
0,99,30,47,0.90461
0,99,30,48,0.915269
0,99,30,49,1.37943
0,99,30,50,0.927129
0,99,30,51,1.13624
0,99,30,52,0.589993
0,99,30,53,1.03567
0,99,30,54,0.897719
0,99,30,55,0.999067
0,99,30,56,0.991396
0,99,30,57,0.757411
0,99,30,58,1.18914
0,99,30,59,0.635096
0,99,30,60,0.834773
0,99,30,61,0.227341
0,99,30,62,0.559323
0,99,30,63,0.512979
0,99,30,64,0.619794
0,99,30,65,0.784081
0,99,30,66,0.509088
0,99,30,67,1.07991
0,99,30,68,0.707945
0,99,30,69,1.08537
0,99,30,70,0.556011
0,99,30,71,0.862972
0,99,30,72,0.980605
0,99,30,73,1.04842
0,99,30,74,1.27395
0,99,30,75,0.812844
0,99,30,76,1.23666
0,99,30,77,0.829448
0,99,30,78,1.12754
0,99,30,79,0.594529
0,99,30,80,0.703271
0,99,30,81,0.772807
0,99,30,82,0.753482
0,99,30,83,0.97239
0,99,30,84,0.479839
0,99,30,85,0.750767
0,99,30,86,0.356076
0,99,30,87,0.725548
0,99,30,88,0.426298
0,99,30,89,0.596128
0,99,30,90,0.769924
0,99,30,91,0.88595
0,99,30,92,1.28148
0,99,30,93,0.848439
0,99,30,94,1.08209
0,99,30,95,0.694119
0,99,30,96,1.11039
0,99,30,97,0.853085
0,99,30,98,0.943926
0,99,30,99,0.952463
0,99,30,100,0.964632
0,99,30,101,1.33397
0,99,30,102,0.817782
0,99,30,103,0.940068
0,99,30,104,0.388695
0,99,30,105,0.754438
0,99,30,106,0.501869
0,99,30,107,0.551994
0,99,30,108,0.628277
0,99,30,109,0.509421
0,99,30,110,0.98003
0,99,30,111,0.595872
0,99,30,112,0.890922
0,99,31,0,0.787077
0,99,31,1,0.807817
0,99,31,2,0.998293
0,99,31,3,1.26657
0,99,31,4,0.94403
0,99,31,5,1.24664
0,99,31,6,0.99262
0,99,31,7,1.34012
0,99,31,8,0.900009
0,99,31,9,0.91292
0,99,31,10,0.84021
0,99,31,11,0.973725
0,99,31,12,1.21489
0,99,31,13,0.829863
0,99,31,14,1.01478
0,99,31,15,0.64678
0,99,31,16,0.938745
0,99,31,17,0.54082
0,99,31,18,0.60497
0,99,31,19,0.509005
0,99,31,20,0.677728
0,99,31,21,1.07154
0,99,31,22,0.874533
0,99,31,23,1.14265
0,99,31,24,0.776373
0,99,31,25,1.19664
0,99,31,26,0.929712
0,99,31,27,1.00376
0,99,31,28,0.913119
0,99,31,29,0.913456
0,99,31,30,1.37444
0,99,31,31,1.10579
0,99,31,32,1.30406
0,99,31,33,0.755224
0,99,31,34,1.06765
0,99,31,35,0.806236
0,99,31,36,0.856485
0,99,31,37,0.771255
0,99,31,38,0.572297
0,99,31,39,0.983788
0,99,31,40,0.685189
0,99,31,41,0.979215
0,99,31,42,0.466044
0,99,31,43,0.765668
0,99,31,44,0.682401
0,99,31,45,0.894306
0,99,31,46,1.02966
0,99,31,47,0.805102
0,99,31,48,1.29247
0,99,31,49,1.07727
0,99,31,50,1.38344
0,99,31,51,0.831708
0,99,31,52,0.957151
0,99,31,53,0.9005
0,99,31,54,1.03749
0,99,31,55,1.21879
0,99,31,56,0.849231
0,99,31,57,1.17743
0,99,31,58,0.892333
0,99,31,59,1.14149
0,99,31,60,0.595382
0,99,31,61,0.60954
0,99,31,62,0.509539
0,99,31,63,0.639788
0,99,31,64,0.910677
0,99,31,65,0.645977
0,99,31,66,0.949834
0,99,31,67,0.786724
0,99,31,68,1.19348
0,99,31,69,0.854343
0,99,31,70,0.90711
0,99,31,71,0.842368
0,99,31,72,0.994395
0,99,31,73,1.33309
0,99,31,74,1.03518
0,99,31,75,1.24069
0,99,31,76,0.886938
0,99,31,77,1.26638
0,99,31,78,0.913397
0,99,31,79,0.910761
0,99,31,80,0.764122
0,99,31,81,0.770744
0,99,31,82,1.10222
0,99,31,83,0.764332
0,99,31,84,0.963956
0,99,31,85,0.459951
0,99,31,86,0.809827
0,99,31,87,0.561815
0,99,31,88,0.710072
0,99,31,89,0.719757
0,99,31,90,0.729392
0,99,31,91,1.253
0,99,31,92,1.04281
0,99,31,93,1.32099
0,99,31,94,0.769921
0,99,31,95,1.08371
0,99,31,96,0.918366
0,99,31,97,1.05333
0,99,31,98,1.0684
0,99,31,99,0.850214
0,99,31,100,1.32652
0,99,31,101,1.05085
0,99,31,102,1.30884
0,99,31,103,0.67998
0,99,31,104,0.801527
0,99,31,105,0.649198
0,99,31,106,0.719867
0,99,31,107,0.783992
0,99,31,108,0.516754
0,99,31,109,0.915299
0,99,31,110,0.710264
0,99,31,111,1.10631
0,99,31,112,0.652264
0,99,32,0,0.87808
0,99,32,1,0.854517
0,99,32,2,1.09006
0,99,32,3,0.849499
0,99,32,4,1.35663
0,99,32,5,0.987696
0,99,32,6,1.25102
0,99,32,7,0.889832
0,99,32,8,1.01109
0,99,32,9,0.974642
0,99,32,10,0.880963
0,99,32,11,1.15138
0,99,32,12,0.761545
0,99,32,13,1.22591
0,99,32,14,0.82536
0,99,32,15,1.06031
0,99,32,16,0.593847
0,99,32,17,0.659701
0,99,32,18,0.678344
0,99,32,19,0.580457
0,99,32,20,0.973142
0,99,32,21,0.631466
0,99,32,22,1.20578
0,99,32,23,0.92693
0,99,32,24,1.19951
0,99,32,25,0.957447
0,99,32,26,0.897362
0,99,32,27,1.01131
0,99,32,28,0.850354
0,99,32,29,1.285
0,99,32,30,0.845656
0,99,32,31,1.30391
0,99,32,32,1.00586
0,99,32,33,1.16384
0,99,32,34,0.958562
0,99,32,35,0.804079
0,99,32,36,0.887295
0,99,32,37,0.672248
0,99,32,38,1.05075
0,99,32,39,0.617965
0,99,32,40,0.947045
0,99,32,41,0.636908
0,99,32,42,0.872605
0,99,32,43,0.758645
0,99,32,44,0.69844
0,99,32,45,0.915044
0,99,32,46,0.808852
0,99,32,47,1.29688
0,99,32,48,0.974569
0,99,32,49,1.27961
0,99,32,50,0.955815
0,99,32,51,1.08153
0,99,32,52,0.959614
0,99,32,53,0.868119
0,99,32,54,1.05248
0,99,32,55,0.852136
0,99,32,56,1.31745
0,99,32,57,0.942047
0,99,32,58,1.2027
0,99,32,59,0.743537
0,99,32,60,0.839698
0,99,32,61,0.7067
0,99,32,62,0.605763
0,99,32,63,0.767405
0,99,32,64,0.526213
0,99,32,65,1.06566
0,99,32,66,0.764064
0,99,32,67,1.14606
0,99,32,68,0.829129
0,99,32,69,0.97119
0,99,32,70,0.992542
0,99,32,71,0.883913
0,99,32,72,1.21601
0,99,32,73,0.806005
0,99,32,74,1.32598
0,99,32,75,0.979722
0,99,32,76,1.2565
0,99,32,77,0.937572
0,99,32,78,0.922859
0,99,32,79,0.983363
0,99,32,80,0.789284
0,99,32,81,1.14508
0,99,32,82,0.669296
0,99,32,83,1.0735
0,99,32,84,0.708173
0,99,32,85,0.906427
0,99,32,86,0.62553
0,99,32,87,0.592707
0,99,32,88,0.752445
0,99,32,89,0.678613
0,99,32,90,1.17934
0,99,32,91,0.83539
0,99,32,92,1.2702
0,99,32,93,1.0042
0,99,32,94,1.16158
0,99,32,95,0.989583
0,99,32,96,0.837092
0,99,32,97,1.01187
0,99,32,98,0.851915
0,99,32,99,1.30414
0,99,32,100,0.950099
0,99,32,101,1.26427
0,99,32,102,0.93469
0,99,32,103,1.03354
0,99,32,104,0.845212
0,99,32,105,0.696039
0,99,32,106,0.738202
0,99,32,107,0.538833
0,99,32,108,1.00905
0,99,32,109,0.65724
0,99,32,110,0.995798
0,99,32,111,0.693142
0,99,32,112,0.923689
0,99,33,0,0.928111
0,99,33,1,1.00112
0,99,33,2,0.587288
0,99,33,3,1.09579
0,99,33,4,0.883635
0,99,33,5,1.3555
0,99,33,6,0.854464
0,99,33,7,0.826369
0,99,33,8,0.852945
0,99,33,9,0.872266
0,99,33,10,1.14292
0,99,33,11,0.622724
0,99,33,12,1.03726
0,99,33,13,0.743885
0,99,33,14,1.244
0,99,33,15,0.822701
0,99,33,16,0.642128
0,99,33,17,0.523052
0,99,33,18,0.559639
0,99,33,19,0.97822
0,99,33,20,0.526491
0,99,33,21,0.904863
0,99,33,22,0.692375
0,99,33,23,1.22349
0,99,33,24,1.12085
0,99,33,25,0.87316
0,99,33,26,0.802457
0,99,33,27,0.67769
0,99,33,28,1.21361
0,99,33,29,0.778765
0,99,33,30,1.05298
0,99,33,31,0.755835
0,99,33,32,1.16385
0,99,33,33,1.13976
0,99,33,34,0.902621
0,99,33,35,0.763013
0,99,33,36,0.558511
0,99,33,37,1.04153
0,99,33,38,0.746258
0,99,33,39,0.921304
0,99,33,40,0.454106
0,99,33,41,0.819593
0,99,33,42,0.837552
0,99,33,43,0.803045
0,99,33,44,0.710838
0,99,33,45,0.539109
0,99,33,46,1.1232
0,99,33,47,0.968347
0,99,33,48,1.25783
0,99,33,49,0.794151
0,99,33,50,0.951145
0,99,33,51,0.961583
0,99,33,52,0.958234
0,99,33,53,0.920084
0,99,33,54,0.529609
0,99,33,55,1.09265
0,99,33,56,0.891939
0,99,33,57,1.34179
0,99,33,58,0.802289
0,99,33,59,0.814022
0,99,33,60,0.728837
0,99,33,61,0.747872
0,99,33,62,0.794053
0,99,33,63,0.347317
0,99,33,64,0.804981
0,99,33,65,0.644347
0,99,33,66,1.20135
0,99,33,67,0.859968
0,99,33,68,0.83794
0,99,33,69,0.850004
0,99,33,70,0.8626
0,99,33,71,1.21045
0,99,33,72,0.647758
0,99,33,73,1.01893
0,99,33,74,0.751128
0,99,33,75,1.26848
0,99,33,76,1.03042
0,99,33,77,0.834852
0,99,33,78,0.820556
0,99,33,79,0.730976
0,99,33,80,1.21333
0,99,33,81,0.686758
0,99,33,82,0.939629
0,99,33,83,0.571183
0,99,33,84,1.00214
0,99,33,85,0.866117
0,99,33,86,0.636059
0,99,33,87,0.508068
0,99,33,88,0.4813
0,99,33,89,1.06261
0,99,33,90,0.819821
0,99,33,91,1.10428
0,99,33,92,0.764337
0,99,33,93,1.12786
0,99,33,94,1.13464
0,99,33,95,0.906557
0,99,33,96,0.786872
0,99,33,97,0.552692
0,99,33,98,1.13829
0,99,33,99,0.93452
0,99,33,100,1.19702
0,99,33,101,0.775999
0,99,33,102,1.0139
0,99,33,103,0.999768
0,99,33,104,0.920517
0,99,33,105,0.743748
0,99,33,106,0.382489
0,99,33,107,0.829424
0,99,33,108,0.685322
0,99,33,109,1.02743
0,99,33,110,0.560765
0,99,33,111,0.806023
0,99,33,112,0.836185
0,99,34,0,0.969533
0,99,34,1,0.640857
0,99,34,2,1.08168
0,99,34,3,0.658668
0,99,34,4,1.14512
0,99,34,5,0.829698
0,99,34,6,0.93947
0,99,34,7,0.863144
0,99,34,8,0.699019
0,99,34,9,0.957069
0,99,34,10,0.617546
0,99,34,11,1.11013
0,99,34,12,0.665125
0,99,34,13,1.13985
0,99,34,14,0.847417
0,99,34,15,0.904385
0,99,34,16,0.776643
0,99,34,17,0.534194
0,99,34,18,0.815547
0,99,34,19,0.429175
0,99,34,20,1.00143
0,99,34,21,0.599085
0,99,34,22,1.12957
0,99,34,23,0.944681
0,99,34,24,0.96804
0,99,34,25,1.00213
0,99,34,26,0.622355
0,99,34,27,0.974394
0,99,34,28,0.55038
0,99,34,29,1.09571
0,99,34,30,0.644041
0,99,34,31,1.06643
0,99,34,32,0.956538
0,99,34,33,0.901623
0,99,34,34,1.01884
0,99,34,35,0.619802
0,99,34,36,1.00535
0,99,34,37,0.550394
0,99,34,38,1.02844
0,99,34,39,0.616693
0,99,34,40,0.878123
0,99,34,41,0.766463
0,99,34,42,0.702882
0,99,34,43,0.885148
0,99,34,44,0.542517
0,99,34,45,1.00905
0,99,34,46,0.653088
0,99,34,47,1.16894
0,99,34,48,0.840125
0,99,34,49,1.02843
0,99,34,50,0.922584
0,99,34,51,0.753122
0,99,34,52,0.906242
0,99,34,53,0.551553
0,99,34,54,0.990498
0,99,34,55,0.651757
0,99,34,56,1.17045
0,99,34,57,0.883359
0,99,34,58,1.03985
0,99,34,59,0.894308
0,99,34,60,0.682868
0,99,34,61,0.835775
0,99,34,62,0.456968
0,99,34,63,0.865884
0,99,34,64,0.495197
0,99,34,65,1.01288
0,99,34,66,0.779428
0,99,34,67,0.977083
0,99,34,68,0.954919
0,99,34,69,0.760871
0,99,34,70,1.02557
0,99,34,71,0.609025
0,99,34,72,1.08598
0,99,34,73,0.590556
0,99,34,74,1.07533
0,99,34,75,0.852695
0,99,34,76,0.94222
0,99,34,77,0.946609
0,99,34,78,0.673027
0,99,34,79,1.03414
0,99,34,80,0.599694
0,99,34,81,1.1328
0,99,34,82,0.647239
0,99,34,83,1.01947
0,99,34,84,0.794159
0,99,34,85,0.739927
0,99,34,86,0.779458
0,99,34,87,0.461224
0,99,34,88,0.888841
0,99,34,89,0.537904
0,99,34,90,1.13572
0,99,34,91,0.761439
0,99,34,92,1.10538
0,99,34,93,0.98642
0,99,34,94,0.866655
0,99,34,95,0.95608
0,99,34,96,0.523894
0,99,34,97,0.94995
0,99,34,98,0.572656
0,99,34,99,1.11341
0,99,34,100,0.79911
0,99,34,101,1.06
0,99,34,102,1.00513
0,99,34,103,0.834161
0,99,34,104,0.95806
0,99,34,105,0.542707
0,99,34,106,0.865798
0,99,34,107,0.467865
0,99,34,108,0.966539
0,99,34,109,0.659189
0,99,34,110,0.894335
0,99,34,111,0.851069
0,99,34,112,0.748897
0,99,35,0,0.396718
0,99,35,1,0.942227
0,99,35,2,0.559657
0,99,35,3,1.06732
0,99,35,4,0.537227
0,99,35,5,0.757051
0,99,35,6,0.783998
0,99,35,7,0.711269
0,99,35,8,0.831913
0,99,35,9,0.346456
0,99,35,10,0.827392
0,99,35,11,0.55415
0,99,35,12,1.12982
0,99,35,13,0.682579
0,99,35,14,0.763669
0,99,35,15,0.837433
0,99,35,16,0.657571
0,99,35,17,0.870444
0,99,35,18,0.286731
0,99,35,19,0.69489
0,99,35,20,0.444614
0,99,35,21,1.07069
0,99,35,22,0.797911
0,99,35,23,0.818778
0,99,35,24,0.853994
0,99,35,25,0.692768
0,99,35,26,0.959767
0,99,35,27,0.398803
0,99,35,28,0.730356
0,99,35,29,0.374216
0,99,35,30,0.963307
0,99,35,31,0.806183
0,99,35,32,0.803843
0,99,35,33,0.762172
0,99,35,34,0.620498
0,99,35,35,1.02854
0,99,35,36,0.516504
0,99,35,37,0.874908
0,99,35,38,0.381226
0,99,35,39,0.912484
0,99,35,40,0.779719
0,99,35,41,0.728383
0,99,35,42,0.713818
0,99,35,43,0.428484
0,99,35,44,0.962801
0,99,35,45,0.553699
0,99,35,46,1.00515
0,99,35,47,0.478015
0,99,35,48,0.944219
0,99,35,49,0.885663
0,99,35,50,0.790319
0,99,35,51,0.730836
0,99,35,52,0.342706
0,99,35,53,0.811527
0,99,35,54,0.465965
0,99,35,55,1.0183
0,99,35,56,0.533437
0,99,35,57,0.890654
0,99,35,58,0.966402
0,99,35,59,0.82629
0,99,35,60,0.87865
0,99,35,61,0.275844
0,99,35,62,0.75921
0,99,35,63,0.411201
0,99,35,64,1.00237
0,99,35,65,0.547991
0,99,35,66,0.722684
0,99,35,67,0.918282
0,99,35,68,0.824147
0,99,35,69,1.03032
0,99,35,70,0.417009
0,99,35,71,0.800172
0,99,35,72,0.462845
0,99,35,73,0.987276
0,99,35,74,0.611935
0,99,35,75,0.698705
0,99,35,76,0.739282
0,99,35,77,0.684111
0,99,35,78,0.998656
0,99,35,79,0.448122
0,99,35,80,0.83253
0,99,35,81,0.50122
0,99,35,82,1.0699
0,99,35,83,0.778673
0,99,35,84,0.721225
0,99,35,85,0.685445
0,99,35,86,0.50032
0,99,35,87,0.891716
0,99,35,88,0.39964
0,99,35,89,0.823234
0,99,35,90,0.471474
0,99,35,91,1.08955
0,99,35,92,0.915787
0,99,35,93,0.847482
0,99,35,94,0.7381
0,99,35,95,0.498559
0,99,35,96,0.855126
0,99,35,97,0.423462
0,99,35,98,0.828287
0,99,35,99,0.39427
0,99,35,100,0.959916
0,99,35,101,0.932452
0,99,35,102,0.893975
0,99,35,103,0.850515
0,99,35,104,0.442167
0,99,35,105,0.92551
0,99,35,106,0.460117
0,99,35,107,0.88993
0,99,35,108,0.379044
0,99,35,109,0.783585
0,99,35,110,0.854269
0,99,35,111,0.821373
0,99,35,112,0.886824
0,99,36,0,0.892242
0,99,36,1,0.459444
0,99,36,2,1.00743
0,99,36,3,0.566741
0,99,36,4,0.812117
0,99,36,5,0.629863
0,99,36,6,0.666005
0,99,36,7,0.883905
0,99,36,8,0.441535
0,99,36,9,0.756347
0,99,36,10,0.345398
0,99,36,11,1.01172
0,99,36,12,0.688456
0,99,36,13,0.988782
0,99,36,14,0.837143
0,99,36,15,0.74143
0,99,36,16,1.02089
0,99,36,17,0.493892
0,99,36,18,0.861727
0,99,36,19,0.276845
0,99,36,20,0.983619
0,99,36,21,0.712615
0,99,36,22,1.03456
0,99,36,23,0.921483
0,99,36,24,0.662876
0,99,36,25,1.02184
0,99,36,26,0.440867
0,99,36,27,0.826825
0,99,36,28,0.238334
0,99,36,29,0.768058
0,99,36,30,0.586586
0,99,36,31,0.854481
0,99,36,32,0.883505
0,99,36,33,0.556789
0,99,36,34,1.00326
0,99,36,35,0.514856
0,99,36,36,1.04835
0,99,36,37,0.451968
0,99,36,38,0.876064
0,99,36,39,0.743741
0,99,36,40,0.87592
0,99,36,41,0.965206
0,99,36,42,0.501536
0,99,36,43,0.920885
0,99,36,44,0.485802
0,99,36,45,1.05726
0,99,36,46,0.543538
0,99,36,47,0.864516
0,99,36,48,0.736876
0,99,36,49,0.81418
0,99,36,50,0.917632
0,99,36,51,0.413706
0,99,36,52,0.679477
0,99,36,53,0.316389
0,99,36,54,0.887875
0,99,36,55,0.547748
0,99,36,56,0.875372
0,99,36,57,0.801076
0,99,36,58,0.90459
0,99,36,59,1.10189
0,99,36,60,0.560647
0,99,36,61,0.830581
0,99,36,62,0.343774
0,99,36,63,0.954677
0,99,36,64,0.598931
0,99,36,65,0.901176
0,99,36,66,0.778747
0,99,36,67,0.82347
0,99,36,68,1.11289
0,99,36,69,0.587948
0,99,36,70,0.876903
0,99,36,71,0.306204
0,99,36,72,0.885282
0,99,36,73,0.527871
0,99,36,74,0.799345
0,99,36,75,0.670907
0,99,36,76,0.585507
0,99,36,77,0.960694
0,99,36,78,0.50286
0,99,36,79,0.946368
0,99,36,80,0.379486
0,99,36,81,1.01447
0,99,36,82,0.754655
0,99,36,83,0.976731
0,99,36,84,0.897119
0,99,36,85,0.534046
0,99,36,86,0.95299
0,99,36,87,0.447058
0,99,36,88,0.97252
0,99,36,89,0.403658
0,99,36,90,0.951131
0,99,36,91,0.800432
0,99,36,92,0.956853
0,99,36,93,0.958418
0,99,36,94,0.493342
0,99,36,95,0.814231
0,99,36,96,0.319921
0,99,36,97,0.828595
0,99,36,98,0.338623
0,99,36,99,0.750573
0,99,36,100,0.726941
0,99,36,101,0.894143
0,99,36,102,1.08981
0,99,36,103,0.580639
0,99,36,104,0.927069
0,99,36,105,0.472787
0,99,36,106,0.986923
0,99,36,107,0.497734
0,99,36,108,0.815456
0,99,36,109,0.714051
0,99,36,110,0.856472
0,99,36,111,1.08705
0,99,36,112,0.584627
0,99,37,0,0.56961
0,99,37,1,0.937883
0,99,37,2,0.39785
0,99,37,3,0.737876
0,99,37,4,0.719837
0,99,37,5,0.706842
0,99,37,6,0.827934
0,99,37,7,0.333626
0,99,37,8,0.777733
0,99,37,9,0.375938
0,99,37,10,0.865417
0,99,37,11,0.502115
0,99,37,12,0.824827
0,99,37,13,0.917716
0,99,37,14,0.907996
0,99,37,15,1.18315
0,99,37,16,0.536829
0,99,37,17,0.914126
0,99,37,18,0.474821
0,99,37,19,0.958317
0,99,37,20,0.665604
0,99,37,21,0.848434
0,99,37,22,0.959091
0,99,37,23,0.849606
0,99,37,24,1.14128
0,99,37,25,0.462195
0,99,37,26,0.728319
0,99,37,27,0.261567
0,99,37,28,0.729355
0,99,37,29,0.512201
0,99,37,30,0.608815
0,99,37,31,0.770951
0,99,37,32,0.671136
0,99,37,33,1.04007
0,99,37,34,0.550326
0,99,37,35,0.873856
0,99,37,36,0.453241
0,99,37,37,0.977146
0,99,37,38,0.830494
0,99,37,39,0.873334
0,99,37,40,0.923693
0,99,37,41,0.707509
0,99,37,42,1.11736
0,99,37,43,0.599534
0,99,37,44,0.91881
0,99,37,45,0.444889
0,99,37,46,0.908346
0,99,37,47,0.789019
0,99,37,48,0.800059
0,99,37,49,0.831971
0,99,37,50,0.445265
0,99,37,51,0.820249
0,99,37,52,0.362805
0,99,37,53,0.701996
0,99,37,54,0.259283
0,99,37,55,0.76346
0,99,37,56,0.806586
0,99,37,57,0.91522
0,99,37,58,1.09128
0,99,37,59,0.605823
0,99,37,60,1.04787
0,99,37,61,0.534716
0,99,37,62,0.952081
0,99,37,63,0.487546
0,99,37,64,0.844474
0,99,37,65,0.911313
0,99,37,66,0.905301
0,99,37,67,1.16342
0,99,37,68,0.559335
0,99,37,69,0.946478
0,99,37,70,0.440048
0,99,37,71,0.840685
0,99,37,72,0.421135
0,99,37,73,0.588744
0,99,37,74,0.666072
0,99,37,75,0.639612
0,99,37,76,0.939053
0,99,37,77,0.393284
0,99,37,78,0.825211
0,99,37,79,0.430106
0,99,37,80,0.964597
0,99,37,81,0.725656
0,99,37,82,0.85482
0,99,37,83,0.957273
0,99,37,84,0.825555
0,99,37,85,1.1435
0,99,37,86,0.53313
0,99,37,87,0.851943
0,99,37,88,0.453651
0,99,37,89,0.974526
0,99,37,90,0.812296
0,99,37,91,0.858478
0,99,37,92,0.890304
0,99,37,93,0.658435
0,99,37,94,0.971162
0,99,37,95,0.40035
0,99,37,96,0.630709
0,99,37,97,0.197817
0,99,37,98,0.713257
0,99,37,99,0.64782
0,99,37,100,0.768097
0,99,37,101,0.90774
0,99,37,102,0.655587
0,99,37,103,1.10609
0,99,37,104,0.614804
0,99,37,105,0.944984
0,99,37,106,0.435996
0,99,37,107,0.880941
0,99,37,108,0.859389
0,99,37,109,0.897641
0,99,37,110,1.0248
0,99,37,111,0.649502
0,99,37,112,1.08024
0,99,38,0,1.17924
0,99,38,1,0.52932
0,99,38,2,0.687856
0,99,38,3,0.593782
0,99,38,4,0.754993
0,99,38,5,1.02171
0,99,38,6,0.46264
0,99,38,7,0.750552
0,99,38,8,0.305446
0,99,38,9,0.899043
0,99,38,10,0.562742
0,99,38,11,0.752465
0,99,38,12,0.749265
0,99,38,13,0.902332
0,99,38,14,1.34452
0,99,38,15,0.845892
0,99,38,16,1.03572
0,99,38,17,0.479518
0,99,38,18,1.032
0,99,38,19,0.799568
0,99,38,20,0.939353
0,99,38,21,0.829424
0,99,38,22,0.857011
0,99,38,23,1.25671
0,99,38,24,0.798829
0,99,38,25,0.90708
0,99,38,26,0.220873
0,99,38,27,0.683481
0,99,38,28,0.538685
0,99,38,29,0.718177
0,99,38,30,0.620839
0,99,38,31,0.569498
0,99,38,32,1.04756
0,99,38,33,0.742926
0,99,38,34,1.02652
0,99,38,35,0.378043
0,99,38,36,0.875199
0,99,38,37,0.827606
0,99,38,38,1.1189
0,99,38,39,1.01617
0,99,38,40,0.733536
0,99,38,41,1.15857
0,99,38,42,0.79952
0,99,38,43,1.18735
0,99,38,44,0.457486
0,99,38,45,0.819625
0,99,38,46,0.729954
0,99,38,47,0.986788
0,99,38,48,0.946217
0,99,38,49,0.510195
0,99,38,50,0.838149
0,99,38,51,0.405234
0,99,38,52,0.902951
0,99,38,53,0.28258
0,99,38,54,0.584337
0,99,38,55,0.616605
0,99,38,56,0.907584
0,99,38,57,1.21059
0,99,38,58,0.732613
0,99,38,59,1.06152
0,99,38,60,0.604453
0,99,38,61,1.17707
0,99,38,62,0.651787
0,99,38,63,0.823771
0,99,38,64,0.782132
0,99,38,65,0.971074
0,99,38,66,1.34181
0,99,38,67,0.80383
0,99,38,68,1.00388
0,99,38,69,0.426829
0,99,38,70,0.951439
0,99,38,71,0.569962
0,99,38,72,0.638823
0,99,38,73,0.52163
0,99,38,74,0.573907
0,99,38,75,1.01463
0,99,38,76,0.605643
0,99,38,77,0.833303
0,99,38,78,0.323
0,99,38,79,0.8964
0,99,38,80,0.781111
0,99,38,81,0.968694
0,99,38,82,0.87112
0,99,38,83,0.839627
0,99,38,84,1.27901
0,99,38,85,0.878619
0,99,38,86,1.06668
0,99,38,87,0.404421
0,99,38,88,0.917903
0,99,38,89,0.825141
0,99,38,90,1.06191
0,99,38,91,0.891804
0,99,38,92,0.65556
0,99,38,93,1.03332
0,99,38,94,0.637976
0,99,38,95,0.862195
0,99,38,96,0.144303
0,99,38,97,0.568381
0,99,38,98,0.525179
0,99,38,99,0.860695
0,99,38,100,0.878323
0,99,38,101,0.611621
0,99,38,102,1.0733
0,99,38,103,0.726064
0,99,38,104,1.21793
0,99,38,105,0.513624
0,99,38,106,0.825267
0,99,38,107,0.77715
0,99,38,108,1.06503
0,99,38,109,1.17089
0,99,38,110,0.7417
0,99,38,111,1.11199
0,99,38,112,0.651899
0,99,39,0,0.561469
0,99,39,1,0.825779
0,99,39,2,0.686785
0,99,39,3,0.693556
0,99,39,4,0.821568
0,99,39,5,0.49459
0,99,39,6,0.888371
0,99,39,7,0.436713
0,99,39,8,0.777665
0,99,39,9,0.370853
0,99,39,10,0.689451
0,99,39,11,0.785005
0,99,39,12,0.840287
0,99,39,13,1.13962
0,99,39,14,0.803694
0,99,39,15,1.24515
0,99,39,16,0.764549
0,99,39,17,1.05271
0,99,39,18,0.674065
0,99,39,19,0.828212
0,99,39,20,0.976214
0,99,39,21,0.906414
0,99,39,22,1.23208
0,99,39,23,0.75676
0,99,39,24,1.04286
0,99,39,25,0.545756
0,99,39,26,0.7421
0,99,39,27,0.389173
0,99,39,28,0.500782
0,99,39,29,0.626488
0,99,39,30,0.58946
0,99,39,31,0.982792
0,99,39,32,0.615528
0,99,39,33,0.9198
0,99,39,34,0.615636
0,99,39,35,0.910792
0,99,39,36,0.744449
0,99,39,37,0.872061
0,99,39,38,1.01781
0,99,39,39,0.928261
0,99,39,40,1.25003
0,99,39,41,0.850651
0,99,39,42,1.09934
0,99,39,43,0.683987
0,99,39,44,0.946753
0,99,39,45,0.742831
0,99,39,46,0.792261
0,99,39,47,0.848324
0,99,39,48,0.678173
0,99,39,49,0.994173
0,99,39,50,0.512927
0,99,39,51,0.746791
0,99,39,52,0.291026
0,99,39,53,0.621826
0,99,39,54,0.538788
0,99,39,55,0.719079
0,99,39,56,0.918262
0,99,39,57,0.771197
0,99,39,58,1.23354
0,99,39,59,0.777192
0,99,39,60,1.09068
0,99,39,61,0.62086
0,99,39,62,0.911693
0,99,39,63,0.887172
0,99,39,64,0.927964
0,99,39,65,1.16041
0,99,39,66,0.811538
0,99,39,67,1.22957
0,99,39,68,0.704347
0,99,39,69,0.965652
0,99,39,70,0.463814
0,99,39,71,0.619138
0,99,39,72,0.63833
0,99,39,73,0.566148
0,99,39,74,0.843579
0,99,39,75,0.465561
0,99,39,76,0.890408
0,99,39,77,0.510493
0,99,39,78,0.856586
0,99,39,79,0.565869
0,99,39,80,0.757327
0,99,39,81,0.964513
0,99,39,82,0.923035
0,99,39,83,1.27846
0,99,39,84,0.857607
0,99,39,85,1.13081
