seed,neuron,dead,frequency,single_fve,sum_fve,sum_fve_at_frequency,phase_at_frequency
0,12,0,24,0.8779559438,0.3650376664,0.3271839047,0.14176767
0,13,0,50,0.9560162334,0.2162467661,0.2151387967,-2.53873481
0,14,0,24,0.4296382102,0.5119721087,0.1767736922,0.1387564866
0,15,0,50,0.7161453371,0.5347173543,0.5264874655,1.660331584
0,16,0,50,0.9654348867,0.1685533119,0.1683857416,-2.187566217
0,17,0,5,0.9694422761,0.1176228795,0.1174102919,-1.451504826
0,18,0,5,0.9647454895,0.1673402923,0.1666920799,2.01756554
0,19,0,50,0.549387866,0.3994063375,0.2845023792,1.102379575
0,20,0,50,0.9660206528,0.1916489664,0.1909682646,-1.403218277
0,21,0,50,0.9641076996,0.1901540047,0.1898877818,-3.052982634
0,22,0,24,0.352320993,0.3821231128,0.133700733,-2.819365225
0,23,0,24,0.9510334636,0.167916526,0.1676630209,-1.785278507
0,24,0,17,0.9719005218,0.08659999072,0.08449031149,0.001666236626
0,25,0,24,0.4275466363,0.3901143444,0.1785970684,-3.102987674
0,26,0,24,0.9461810674,0.2103253768,0.2100132205,-3.028987486
0,27,0,17,0.9735035632,0.08764013019,0.08555193076,-1.36654115
0,28,0,50,0.3717807013,0.4773629002,0.2181760382,0.1167260683
0,29,0,50,0.9692859773,0.1807783396,0.1805102379,2.763594761
0,30,0,5,0.969644962,0.1833756092,0.1827295235,1.718727513
0,31,0,50,0.95933091,0.2034462935,0.2028280185,-2.608851983
0,32,0,5,0.9729896901,0.1734198811,0.1731120377,1.807620428
0,33,0,17,0.9737464192,0.08728453445,0.08523000721,-1.507200988
0,34,0,24,0.820734131,0.4099870274,0.3246243605,0.1776111802
0,35,0,24,0.9807622319,0.128850376,0.128717881,-1.596771074
0,36,0,5,0.9637486709,0.1677365578,0.1669762518,1.985576968
0,37,0,50,0.7180075224,0.4995040949,0.4787854027,1.518524179
0,38,0,50,0.9802031444,0.1401074945,0.1400567508,-0.5019660761
0,39,0,50,0.9704583801,0.1747111415,0.1745749077,-1.101368227
0,40,0,5,0.6201618023,0.409778502,0.2851199808,-2.333679405
0,41,0,17,0.9725239534,0.08723650671,0.0851212286,-1.028950573
0,42,0,50,0.5720012437,0.4289147025,0.3210281951,1.21983912
0,43,0,17,0.973437679,0.08409385638,0.08206706456,2.376391482
0,44,0,17,0.973714576,0.08787312673,0.08571403449,-2.227994088
0,45,0,17,0.9724430274,0.08600820957,0.08385372749,-0.7030900406
0,46,0,17,0.9728346111,0.08643359531,0.08466291895,1.266958981
0,47,0,5,0.9654625274,0.1656711615,0.1652557962,-0.1490804394
0,48,0,50,0.9655030165,0.194264479,0.192744151,-1.422793587
0,49,0,50,0.70705199,0.4371600127,0.3910047068,0.2679253912
0,50,0,17,0.973020373,0.08334672981,0.08155245794,1.97025103
0,51,0,5,0.5710662071,0.4170468292,0.26190397,-2.371357337
0,52,0,5,0.9613099646,0.1757956949,0.1754534078,0.374457541
0,53,0,5,0.4806767133,0.4469787636,0.2552240392,-2.821450562
0,54,0,5,0.5379941639,0.4571080369,0.2556760641,-2.026982531
0,55,0,5,0.6235489273,0.4707772403,0.3699477043,-3.005715209
0,56,0,5,0.9680142731,0.1052147023,0.1049462299,-2.77631775
0,57,0,24,0.941441118,0.3570784565,0.3458357226,0.1798106167
0,58,0,50,0.4265742724,0.3941661948,0.2202043549,1.063832421
0,59,0,17,0.9709126736,0.07845138852,0.07679244413,-0.839004272
0,60,0,17,0.9727618745,0.08596033046,0.08391906774,1.771514193
0,61,0,24,0.9801971026,0.1230694827,0.1229710025,1.897232718
0,62,0,17,0.973474523,0.09007914316,0.08777156933,0.7180481527
0,63,0,24,0.9737051558,0.1636896886,0.1634910677,-2.073129507
0,64,0,50,0.9670744625,0.1901376333,0.1886986383,-1.378743052
0,65,0,17,0.9740322655,0.09086893369,0.08844252585,-2.80001027
0,66,0,5,0.5311328543,0.4085374057,0.2625892896,-1.910597798
0,67,0,50,0.9650681779,0.1682776633,0.1681851835,-2.039415372
0,68,0,5,0.9854283633,0.1308332844,0.1306487093,2.908289528
0,69,0,17,0.9713298131,0.0851306824,0.08292539166,0.9874199832
0,70,0,24,0.9770455988,0.1529609517,0.1527718116,-1.926598173
0,71,0,5,0.961536442,0.1799013928,0.1795115529,0.7155064165
0,72,0,17,0.9713285105,0.08512288978,0.08291818335,0.987358501
0,73,0,17,0.9727498176,0.08582931818,0.08372229105,0.6020182068
0,74,0,17,0.972075448,0.087107885,0.08500902522,1.45975508
0,75,0,17,0.9716362803,0.08569038507,0.08358771115,0.4552549967
0,76,0,50,0.9778011353,0.1243520028,0.1239087448,1.636129437
0,77,0,17,0.9713502048,0.08159509086,0.07984198926,3.124061586
0,78,0,17,0.9736392111,0.08798334582,0.08584121805,-1.464841154
0,79,0,50,0.9728610646,0.1722911016,0.1715573296,-1.118559785
0,80,0,24,0.4717996344,0.4187813099,0.1975487296,0.1724481962
0,81,0,5,0.9852752904,0.1231549595,0.1228429419,-1.427451956
0,82,0,24,0.4620893067,0.4736102472,0.1970211847,0.1283064106
0,83,0,17,0.972534243,0.08076083487,0.07933695067,-2.559012907
0,84,0,24,0.7199988109,0.4439801136,0.2873438505,0.1506361868
0,85,0,17,0.9726780883,0.08591228047,0.08369152062,-1.045280236
0,86,0,50,0.3448782156,0.5023699185,0.243624552,1.607788969
0,87,0,50,0.9628839565,0.1949745639,0.1940910435,-2.324444257
0,88,0,5,0.9711132658,0.1355317189,0.1354258608,2.64053866
0,89,0,24,0.9368317827,0.3667844243,0.3563207119,0.1294958877
0,90,0,50,0.6308165668,0.4299510198,0.3632936883,0.1547340778
0,91,0,24,0.9545708469,0.1353458284,0.1349747761,-1.393836072
0,92,0,17,0.9725888984,0.07916305826,0.07751123505,-0.3729430189
0,93,0,24,0.68197197,0.4044446676,0.27944143,0.1275843468
0,94,0,24,0.4678153819,0.4003560201,0.2012999891,-0.07235726906
0,95,0,5,0.5560730243,0.5194208706,0.4496222349,-1.206178532
0,96,0,17,0.9730298178,0.08559774456,0.08349551055,-1.093431334
0,97,0,5,0.9659107051,0.187686424,0.1870731066,1.63642099
0,98,0,17,0.9731211938,0.08333592708,0.08156421978,2.00857552
0,99,0,50,0.4470374686,0.5830441818,0.4368250359,-0.6959655736
0,100,0,50,0.7131611685,0.5108174533,0.5013815097,1.596157794
0,101,0,17,0.9732183358,0.08866923541,0.08647080538,-1.627900801
0,102,0,50,0.9566706631,0.2114368771,0.2106615037,-2.150883775
0,103,0,50,0.9656257225,0.1951215309,0.1942129875,-1.375833289
0,104,0,5,0.9700921337,0.1952249096,0.1946015565,1.993412821
0,105,0,5,0.5672182702,0.3693898056,0.2709286325,-2.49638905
0,106,0,50,0.9645615351,0.1874845185,0.1867207968,-2.631447056
0,107,0,5,0.9703038376,0.1179021179,0.1177074294,-1.434606938
0,108,0,50,0.5048681092,0.4542631814,0.3241387469,-0.01915000711
0,109,0,50,0.9658096568,0.1939228577,0.1931069861,2.899615116
0,110,0,24,0.9470846081,0.2032394161,0.2030586159,-2.796021076
0,111,0,50,0.964781138,0.1940813749,0.1930631082,3.009324905
0,112,0,50,0.6846363162,0.5668157886,0.5437954596,-0.3072520614
0,113,0,24,0.9482095961,0.09452003813,0.09376168586,0.6237655092
0,114,0,24,0.9793857498,0.133097266,0.132950363,2.071636573
0,115,0,24,0.6367247722,0.4273490991,0.248988155,0.2286310323
0,116,0,24,0.7137417355,0.4059543881,0.3098671034,0.01864719711
0,117,0,5,0.279568891,0.5326603341,0.1734473036,-1.577896568
0,118,0,5,0.9815394624,0.1618737604,0.1618245204,-0.7242651993
0,119,0,24,0.9754130159,0.1091910098,0.1091393793,1.052997349
0,120,0,24,0.5125027617,0.4085153693,0.2199296405,0.1062761642
0,121,0,5,0.3205107005,0.4000299514,0.1883086644,-1.637441163
0,122,0,24,0.8700688248,0.3784229392,0.3313066046,0.1655043224
0,123,0,24,0.9770202785,0.1530955622,0.1529087725,-1.930596568
0,124,0,24,0.9416306283,0.1804269734,0.1801414238,2.211957773
0,125,0,5,0.9694026198,0.1331295612,0.1328073664,-0.9923282583
0,126,0,50,0.962364983,0.2034764372,0.2019768304,-1.55725124
0,127,0,50,0.9734373368,0.1763169348,0.1759667093,2.518861732
0,128,0,50,0.960025276,0.1950099512,0.1945343636,-2.275035338
0,129,0,5,0.9656163328,0.1654173903,0.1648706932,2.061889324
0,130,0,50,0.962514066,0.1972885053,0.1965843114,-1.660200059
0,131,0,5,0.9863192031,0.1175840457,0.11718158,-1.554521779
0,132,0,24,0.957821617,0.1694918075,0.1691929479,2.807247931
0,133,0,50,0.9643797562,0.1955440292,0.1947691037,-1.4400417
0,134,0,24,0.8318161306,0.4018230265,0.320715654,0.1532939785
0,135,0,24,0.9495559411,0.1804444585,0.1800957074,-1.950881902
0,136,0,50,0.9789254747,0.1542746104,0.1542421271,-0.7674597662
0,137,0,50,0.9659729223,0.175754232,0.1755650848,-2.859211567
0,138,0,5,0.9787732752,0.1735507153,0.1734377616,2.152900767
0,139,0,50,0.9784691533,0.141887051,0.1417510339,2.003298092
