seed,step,train_loss,test_loss,train_acc,test_acc,param_norm
0,14000,9.609592353788677e-08,1.8506788862830246e-07,1.0,1.0,30.273308622799004
0,14500,9.598549789687484e-08,1.8454237250896043e-07,1.0,1.0,30.265144778672973
0,15000,9.587982562579552e-08,1.842150713177541e-07,1.0,1.0,30.25786856531028
0,40000,9.372470420474892e-08,1.8363104749479138e-07,1.0,1.0,30.04147440816472
1,0,4.771343088939013,4.778456467331957,0.00939947780678851,0.008278330909497707,42.27774306683926
1,500,0.0006828302913127496,16.315605685866696,1.0,0.15247790580601858,59.71009145456514
1,1000,3.6518253084564494e-06,19.75100771046682,1.0,0.17652981317820785,59.64012585067689
1,1500,3.324276126791005e-07,19.84475184751784,1.0,0.19140843494798077,56.06659957037802
1,2000,3.1260053665769304e-07,17.412889003538496,1.0,0.2104262221725025,53.05346043946132
1,2500,2.9754875372774534e-07,14.719372544242095,1.0,0.23123391878286162,51.24172526365628
1,3000,2.823947743320043e-07,12.04265517613225,1.0,0.2602080769661036,49.74663096719991
1,3500,2.666896917182807e-07,9.334750796695092,1.0,0.30652198232464484,48.31838389280457
1,4000,2.4890863873365304e-07,6.5296121144870005,1.0,0.39042398478577023,46.81683896053882
1,4500,2.2582204206719448e-07,3.599275754082832,1.0,0.5525226535406645,45.04067209877512
1,5000,1.945143704258952e-07,1.057613467006864,1.0,0.8010963194988254,42.71742383664412
1,5500,1.4883969698934296e-07,0.04261357892795593,1.0,0.9862400715963755,39.41266435276024
1,6000,1.23919631823731e-07,6.97625771449925e-05,1.0,1.0,35.83057771262928
1,6500,1.1695248571063988e-07,9.701001823743195e-06,1.0,1.0,33.689339029678294
1,7000,1.133829693256766e-07,1.1881753024712918e-06,1.0,1.0,32.62892954567521
1,7500,1.1105804349631232e-07,5.300037437208964e-07,1.0,1.0,32.110216611365104
1,8000,1.0822013511374858e-07,3.0821888337016384e-07,1.0,1.0,31.80081793472699
1,8500,1.0290913596336145e-07,2.152299916153314e-07,1.0,1.0,31.398751441176795
1,9000,9.9594577309102e-08,1.90331127498094e-07,1.0,1.0,30.891954813284755
1,9500,9.895435206811568e-08,1.8529690886208558e-07,1.0,1.0,30.599028640787896
1,10000,9.8692529957417e-08,1.8330839010010445e-07,1.0,1.0,30.47321984586222
1,10500,9.849537735796234e-08,1.8235752211555587e-07,1.0,1.0,30.41879710291658
1,11000,9.83284346007539e-08,1.8194220311357216e-07,1.0,1.0,30.392652329561866
1,11500,9.817910367218324e-08,1.8166437814719532e-07,1.0,1.0,30.377979530564794
1,12000,9.804853210309745e-08,1.8162069454012433e-07,1.0,1.0,30.368358148553387
1,12500,9.793137585608425e-08,1.8156284981505388e-07,1.0,1.0,30.361213427881896
1,13000,9.782529109202903e-08,1.8153041544326625e-07,1.0,1.0,30.355434546557717
1,13500,9.772006549972199e-08,1.8130214210847496e-07,1.0,1.0,30.350485510094945
1,14000,9.763006368871906e-08,1.81244531454651e-07,1.0,1.0,30.34615388322051
1,14500,9.754261136907423e-08,1.8114317665375255e-07,1.0,1.0,30.34228912800464
1,15000,9.745822671662121e-08,1.8118599206463432e-07,1.0,1.0,30.338780117654352
1,40000,9.524473984466956e-08,1.9536975838016713e-07,1.0,1.0,30.160570520375714
2,0,4.767924465858594,4.760988851127637,0.007310704960835509,0.009620762948875714,42.15511851715932
2,500,0.0007515865306671043,17.84740703362189,1.0,0.05615840698064661,59.76679421091639
2,1000,4.036142571272506e-06,22.39626172664733,1.0,0.07730171160085021,59.99787758275755
2,1500,3.4749717277954556e-07,23.670590044964385,1.0,0.08524443450050341,56.760182459006394
2,2000,3.3115021542838467e-07,22.2846381898319,1.0,0.09486519744937913,54.075360137775185
2,2500,3.2133621620903447e-07,20.769874831600944,1.0,0.10705895514039603,52.71456477597143
2,3000,3.116212566597699e-07,19.00749741343016,1.0,0.11880523548495357,51.74820385535366
2,3500,3.0028202300406996e-07,16.772693465827256,1.0,0.14185031882760935,50.84526015965522
2,4000,2.855026915841616e-07,13.753295596256944,1.0,0.18547936010739458,49.80866474034829
2,4500,2.6655099191226175e-07,9.852756642995184,1.0,0.26334041839131894,48.447896769209265
2,5000,2.4592539557075314e-07,5.9352710889970215,1.0,0.3979192303389641,46.74068595056624
2,5500,2.2333766795553027e-07,2.775161034377206,1.0,0.6062199351157848,44.75999750802497
2,6000,1.9772201455870158e-07,0.8020148842110855,1.0,0.8412574113435507,42.497442001730306
2,6500,1.7479510674813183e-07,0.21626224036121902,1.0,0.9482044971473319,40.07141684540454
2,7000,1.409868385834635e-07,0.05892234205134055,1.0,0.987918111645598,37.383720495594474
2,7500,1.261705426591014e-07,0.044873184454947666,1.0,0.9937353171495693,34.806476071419446
2,8000,1.1969655538019846e-07,0.035978496811274734,1.0,0.996643919901555,33.32281920637101
2,8500,1.1448485531548365e-07,0.030801901830969945,1.0,0.9968676585747847,32.471146745134675
2,9000,1.1018707091304542e-07,0.025507594080292198,1.0,0.9977626132677033,31.94834571393121
2,9500,1.0743382342330935e-07,0.025702946888807938,1.0,0.9977626132677033,31.618200769821946
2,10000,1.0503948886644889e-07,0.02990521667341518,1.0,0.9977626132677033,31.377880794553782
2,10500,1.0153912091599851e-07,0.03643695914987202,1.0,0.997315135921244,31.097548129757385
2,11000,9.590232083486277e-08,0.040585932557125434,1.0,0.997315135921244,30.6224541366674
2,11500,9.271858457362786e-08,0.040588200826675365,1.0,0.9970913972480143,30.091387959471923
2,12000,9.170211505044205e-08,0.039625245743480766,1.0,0.9970913972480143,29.784024444345675
2,12500,9.117348058345391e-08,0.03863714081153267,1.0,0.9970913972480143,29.635815672728736
2,13000,9.081592461319966e-08,0.03780091625488397,1.0,0.9970913972480143,29.56183555892244
2,13500,9.055395135713727e-08,0.03711106865030596,1.0,0.9970913972480143,29.521238289582307
2,14000,9.03430539468237e-08,0.03659093588416046,1.0,0.9970913972480143,29.49633759332652
2,14500,9.016804361442154e-08,0.036166296505830045,1.0,0.9970913972480143,29.479355690583965
2,15000,9.00143099282355e-08,0.03583080114415298,1.0,0.9970913972480143,29.466796877567273
2,40000,8.82023819067864e-08,0.03472913198640844,1.0,0.997315135921244,29.379624647966168
3,0,4.78011405852465,4.771671520419716,0.007571801566579634,0.009061416265801543,42.1368658371675
3,500,0.0008092290918118516,18.657637647129242,1.0,0.02975724353954581,60.00776868331827
3,1000,4.319795400247232e-06,23.348955427722476,1.0,0.045642689338852224,60.243859155522564
3,1500,3.5080827087059807e-07,24.667438116555026,1.0,0.05571092963418727,56.90925553025526
3,2000,3.3272719620597944e-07,22.96115162522689,1.0,0.0614162658015438,54.117069350454805
3,2500,3.218839633992841e-07,20.961836827098313,1.0,0.07707797292762054,52.669261870387366
3,3000,3.103431576068261e-07,18.76017000646039,1.0,0.09654323749860164,51.595607421564935
3,3500,2.98929649518492e-07,16.32344727733912,1.0,0.12719543573106612,50.611281895315535
3,4000,2.850127551483943e-07,13.49711426540305,1.0,0.16925830629824365,49.58050709306211
3,4500,2.621096145243831e-07,9.36382626433634,1.0,0.2622217250251706,48.20840596744069
3,5000,2.153012457856433e-07,3.180035849543386,1.0,0.5627027631726144,45.71920935738691
3,5500,1.616660256877641e-07,0.14415948933694966,1.0,0.9590558227989708,41.50521205159311
3,6000,1.303681399217368e-07,0.005426020824527992,1.0,0.9978744826043182,37.30781624045412
3,6500,1.1457133249572452e-07,5.71168887107459e-05,1.0,1.0,34.30704840046347
3,7000,1.0816240863885191e-07,2.2120754691885045e-06,1.0,1.0,32.64604531592769
3,7500,1.0577209680254897e-07,5.899674774348867e-07,1.0,1.0,31.879526662119396
3,8000,1.0397533986968204e-07,3.2619426388248963e-07,1.0,1.0,31.497409104842518
3,8500,1.0255343387286328e-07,2.6483724872199135e-07,1.0,1.0,31.256924677712053
3,9000,1.0170375917072277e-07,2.487828892262206e-07,1.0,1.0,31.089778187260126
3,9500,1.0119957731168472e-07,2.405279496588009e-07,1.0,1.0,30.97918186554002
3,10000,1.0087434748575951e-07,2.3434522990279605e-07,1.0,1.0,30.908155135497747
3,10500,1.0066308088109988e-07,2.299294234137272e-07,1.0,1.0,30.861750900430106
3,11000,1.0052297645803783e-07,2.2652668509753041e-07,1.0,1.0,30.830103780462284
3,11500,1.0043118207010866e-07,2.234848224468139e-07,1.0,1.0,30.806852952535223
3,12000,1.0038346015463052e-07,2.212073389927301e-07,1.0,1.0,30.78802890462054
3,12500,1.0037721166715848e-07,2.199479241681281e-07,1.0,1.0,30.770678915129103
3,13000,1.0041593396094711e-07,2.2004394452738102e-07,1.0,1.0,30.75178243664471
3,13500,1.0044159193017896e-07,2.22483973593651e-07,1.0,1.0,30.724739734439908
3,14000,1.0006798743448638e-07,2.2979731389156388e-07,1.0,1.0,30.668403767331682
3,14500,9.824625573387765e-08,2.337531271603147e-07,1.0,1.0,30.53238262560183
3,15000,9.655849960604335e-08,2.2881419601689677e-07,1.0,1.0,30.365087208123402
3,40000,9.196752394777285e-08,1.7464546868907837e-07,1.0,1.0,29.79000466766133
4,0,4.779513789444328,4.767536110358911,0.006527415143603133,0.009620762948875714,42.24462353375119
4,500,0.0007492926821815163,18.40572356092398,1.0,0.042622217250251705,59.75575422722028
4,1000,4.048217909908033e-06,23.607021233959653,1.0,0.0548159749412686,60.10825800931697
4,1500,3.525575740860264e-07,25.56936077490613,1.0,0.06040944177201029,56.97407263394312
4,2000,3.382097840422396e-07,24.620995467999467,1.0,0.06577916992952232,54.42179666222821
4,2500,3.3046447334470713e-07,23.65371047937955,1.0,0.0703658127307305,53.2192061671075
4,3000,3.22838553363013e-07,22.6208639703394,1.0,0.0756236715516277,52.42896100971161
4,3500,3.1597422062499215e-07,21.522682642254196,1.0,0.08334265577805124,51.789673261771256
4,4000,3.0932706280765345e-07,20.41064900866212,1.0,0.08994294663832643,51.21474817686795
4,4500,3.033449404841069e-07,19.26881631050527,1.0,0.10090614162658015,50.67517801789759
4,5000,2.969914858083245e-07,18.040699275636648,1.0,0.11254055263452288,50.150929318909725
4,5500,2.906072881773126e-07,16.67782589505315,1.0,0.12797852108736996,49.61520108293057
4,6000,2.836892060292148e-07,15.108761193904307,1.0,0.14800313234142523,49.0435010073069
4,6500,2.75444232055353e-07,13.202147436513709,1.0,0.176417943841593,48.38966201495809
4,7000,2.6339897284696213e-07,10.588345530617152,1.0,0.23112204944624679,47.55179225589962
4,7500,2.456605554530443e-07,6.926051568564613,1.0,0.3503747622776597,46.35535732788002
4,8000,2.1809176175190778e-07,2.7005753056955992,1.0,0.604765633739792,44.45966782521453
4,8500,1.8601317546669047e-07,0.4623472456149851,1.0,0.8883544020583958,41.783766957517884
4,9000,1.5164929112646216e-07,0.05655605962209393,1.0,0.9831077301711602,38.69051955963113
4,9500,1.2174964526931283e-07,0.0008634377146346792,1.0,0.9996643919901556,35.3733971197628
4,10000,1.0915262751142185e-07,2.434775178305909e-06,1.0,1.0,33.06945700683068
4,10500,1.0392603768320657e-07,3.3995386117394764e-07,1.0,1.0,31.822623624672044
4,11000,1.0122707209290155e-07,2.4501411655638534e-07,1.0,1.0,31.112234884418637
4,11500,9.995954924562911e-08,2.2826144294235697e-07,1.0,1.0,30.720965674932316
4,12000,9.922656437490372e-08,2.230040078154875e-07,1.0,1.0,30.51017157298196
4,12500,9.86858828497525e-08,2.2105703476225944e-07,1.0,1.0,30.389165495474273
4,13000,9.822608985740492e-08,2.2132234030177679e-07,1.0,1.0,30.310089015289318
4,13500,9.782151020038376e-08,2.2205287761907352e-07,1.0,1.0,30.251569582426935
4,14000,9.743180078426407e-08,2.20245532030519e-07,1.0,1.0,30.20384542334502
4,14500,9.709460508437402e-08,2.1653324249640194e-07,1.0,1.0,30.163118643424976
4,15000,9.680625383977077e-08,2.1112385368734469e-07,1.0,1.0,30.127966824347777
4,40000,2.2148562677574313e-07,1.074470792991902e-06,1.0,1.0,33.485307784212075
5,0,4.772616776405605,4.769709093914513,0.009921671018276762,0.008278330909497707,42.352474101315075
5,500,0.0007510264946834209,17.26528618544291,1.0,0.052131110862512584,59.33446841886324
5,1000,4.0016258850653695e-06,20.943128000571864,1.0,0.07472871685870904,59.3964381999075
5,1500,3.4022164249436537e-07,21.611977277710924,1.0,0.09329902673677146,56.13274799684239
5,2000,3.2295257197322055e-07,19.729688856982367,1.0,0.10974381921915204,53.38337360676516
5,2500,3.1247625864166497e-07,17.738340465723546,1.0,0.13099899317597047,51.93085006168392
5,3000,3.00833909086532e-07,15.523599804495145,1.0,0.15807137263676027,50.844759563159386
5,3500,2.8626924852637984e-07,12.765466486419987,1.0,0.2024834992728493,49.76029999721411
5,4000,2.608203959667099e-07,8.53797343063426,1.0,0.305067680948652,48.29211740037029
5,4500,2.067575936520541e-07,2.4003525423334837,1.0,0.6395569974270052,45.52100521815419
5,5000,1.6415838696055816e-07,0.1015447234876241,1.0,0.9692359324309207,41.29445110913448
5,5500,1.4005670681501255e-07,0.005454238294000302,1.0,0.9982100906141627,37.82823290881483
5,6000,1.213887588082476e-07,0.00015309315547612542,1.0,1.0,35.09330930969828
5,6500,1.1395593727471965e-07,1.279733149807841e-05,1.0,1.0,33.40526146205791
5,7000,1.0995324225530572e-07,4.089237959002086e-06,1.0,1.0,32.45320118012986
5,7500,1.0825425273758611e-07,2.3976883532554884e-06,1.0,1.0,31.94552099464152
5,8000,1.0744105320822172e-07,1.8478246596088724e-06,1.0,1.0,31.699667268539464
5,8500,1.0691338680769211e-07,1.616662571240934e-06,1.0,1.0,31.57391222079084
5,9000,1.0650975262994471e-07,1.4611023943581902e-06,1.0,1.0,31.501907878359823
5,9500,1.0620192666692375e-07,1.391086913151506e-06,1.0,1.0,31.45494202116609
5,10000,1.059298928970682e-07,1.3638110427410225e-06,1.0,1.0,31.42105928284559
5,10500,1.0570247785929121e-07,1.3279455100634563e-06,1.0,1.0,31.3943987603385
5,11000,1.0550765379633863e-07,1.3158340100764006e-06,1.0,1.0,31.37243026354523
5,11500,1.053306978285336e-07,1.3184900447531565e-06,1.0,1.0,31.353897137100216
5,12000,1.0517773173975827e-07,1.310051270304924e-06,1.0,1.0,31.338002196459637
5,12500,1.0501902932963507e-07,1.3061301742141294e-06,1.0,1.0,31.323933970990424
5,13000,1.0488410774538254e-07,1.2977578363081053e-06,1.0,1.0,31.311088502683436
5,13500,1.0474233973132663e-07,1.29712257206935e-06,1.0,1.0,31.299351880400277
5,14000,1.0460557164005596e-07,1.2792637281253623e-06,1.0,1.0,31.28844278835556
5,14500,1.0448021942659333e-07,1.2626421220249982e-06,1.0,1.0,31.27833139723949
5,15000,1.0434939389796579e-07,1.2468616740416837e-06,1.0,1.0,31.268622196366863
5,40000,9.410300944501907e-08,6.854303444140289e-07,1.0,1.0,29.982828990235344
6,0,4.781028451922095,4.7734091843778135,0.008093994778067885,0.008613938919342208,42.27290369576251
6,500,0.0007841679862615604,19.667347522042498,1.0,0.015437968452847076,60.289694435672935
6,1000,4.2367946276871274e-06,25.330327781528602,1.0,0.020024611254055264,60.69922307214773
6,1500,3.615368314688722e-07,27.3837643386371,1.0,0.02360443002572995,57.5610064824711
6,2000,3.4558103446494384e-07,26.214301620560704,1.0,0.026513032777715627,54.9401779066339
6,2500,3.37640585742889e-07,24.997391589370068,1.0,0.030204720886005145,53.689120183229356
6,3000,3.294388636411263e-07,23.670419414268785,1.0,0.036021926389976505,52.853691244837954
6,3500,3.206819058720371e-07,22.19929362197528,1.0,0.04541895066562256,52.14503103164093
6,4000,3.124606143805064e-07,20.5176314506003,1.0,0.05627027631726144,51.46127460782404
6,4500,3.0398379024333397e-07,18.694255363287116,1.0,0.06689786329567066,50.7673964509653
6,5000,2.9530035228098556e-07,16.640725729384332,1.0,0.08434947980758474,50.03932233933693
6,5500,2.8503897329980503e-07,14.336023259672425,1.0,0.11444233135697505,49.23926653699942
6,6000,2.747281788895482e-07,11.648207733347562,1.0,0.1598612820225976,48.338458176110414
6,6500,2.629664984581467e-07,8.956928343179364,1.0,0.23593243092068464,47.32915042032751
6,7000,2.497698203572257e-07,6.331293516912754,1.0,0.34791363687213334,46.19297779891204
6,7500,2.3223604950428867e-07,3.6223313484586463,1.0,0.5261214900995638,44.80113511220412
6,8000,2.1655800199570563e-07,1.4693621747806096,1.0,0.7413580937465041,43.0787909057591
6,8500,1.9785867881952407e-07,0.534067511001924,1.0,0.8858932766528694,41.2245287584639
6,9000,1.7329681021987707e-07,0.19560647535930292,1.0,0.9529030092851549,39.2568421770736
6,9500,1.431005424031038e-07,0.03810481752594918,1.0,0.9884774583286722,36.79015891709454
6,10000,1.1690962555524689e-07,0.0009458067606714938,1.0,0.9995525226535407,34.08691606190341
6,10500,1.0915629274681003e-07,1.6909422546406038e-05,1.0,1.0,32.30221306383211
6,11000,1.0597118561921188e-07,1.223221348319535e-06,1.0,1.0,31.499372377627708
6,11500,1.0394018369643454e-07,6.00898600327155e-07,1.0,1.0,31.08275020096177
6,12000,1.0254911066309806e-07,4.556956779465468e-07,1.0,1.0,30.836117633865776
6,12500,1.0171378709503034e-07,4.16934051832484e-07,1.0,1.0,30.681730319402682
6,13000,1.0114875250376578e-07,4.077922486362216e-07,1.0,1.0,30.584097563884875
6,13500,1.0077267757394003e-07,3.9899655123736986e-07,1.0,1.0,30.52166202435719
6,14000,1.0049097879518374e-07,3.913516738283418e-07,1.0,1.0,30.478946249954713
6,14500,1.0024734625535602e-07,3.81925266938153e-07,1.0,1.0,30.447786137967185
6,15000,1.0004242470595555e-07,3.7276174048474946e-07,1.0,1.0,30.423542714728477
6,40000,8.853612430680365e-08,1.5572823668520242e-07,1.0,1.0,29.007289339050736
7,0,4.75792579986176,4.760518599304773,0.00939947780678851,0.008278330909497707,42.1817944849215
7,500,0.0007030803037991237,17.056944057457706,1.0,0.08490882649065891,59.684248066952854
7,1000,3.796595145990901e-06,21.1535184394056,1.0,0.10817764850654436,59.761975356573934
7,1500,3.4219629669312245e-07,22.365038877321094,1.0,0.12149009956370958,56.381257318937166
7,2000,3.267488322125245e-07,21.20764244777727,1.0,0.1284259984338293,53.675789989958744
7,2500,3.181823461211179e-07,20.120575304425195,1.0,0.13457881194764515,52.32998613024152
7,3000,3.107434167794578e-07,19.21159259962523,1.0,0.140731625461461,51.46181729500377
7,3500,3.038224495397563e-07,18.338562720234307,1.0,0.1475556549949659,50.791677163838855
7,4000,2.981675463334306e-07,17.506966303718507,1.0,0.15661707126076743,50.22656244910304
7,4500,2.9267071516306955e-07,16.69101442552366,1.0,0.16791587425886564,49.734655092152494
7,5000,2.8740573902008083e-07,15.795425555792665,1.0,0.17787224521758585,49.2709286442442
7,5500,2.8238760083610713e-07,14.736601525062005,1.0,0.19297460566058844,48.81017221056136
7,6000,2.756453915224839e-07,13.417139593103467,1.0,0.21478912630048105,48.310006274565325
7,6500,2.671080063720829e-07,11.58337734558819,1.0,0.24711936458216804,47.70658798234817
7,7000,2.525273660005423e-07,8.669554600474122,1.0,0.31379348920460903,46.82446811813574
7,7500,2.1546634463764252e-07,3.614261669149746,1.0,0.5415594585524108,45.06008022157861
7,8000,1.668905930165937e-07,0.2217384225080008,1.0,0.9381362568519969,41.54266265527926
7,8500,1.364600922347855e-07,0.005435397410172944,1.0,0.997986351940933,37.81596081697438
7,9000,1.114534095384538e-07,0.0001353951337900819,1.0,1.0,34.52861729325583
7,9500,1.0244695475496364e-07,1.2822494647372099e-06,1.0,1.0,32.29997535406518
7,10000,9.983583588836263e-08,5.222267622379579e-07,1.0,1.0,31.212592177935036
7,10500,9.854879669990169e-08,4.408448033680597e-07,1.0,1.0,30.70276917049917
7,11000,9.775461022063388e-08,4.169240711181839e-07,1.0,1.0,30.442842672647792
7,11500,9.723401337150867e-08,4.139309221356973e-07,1.0,1.0,30.297428471649457
7,12000,9.682971030290794e-08,4.24453673721394e-07,1.0,1.0,30.207216299452128
7,12500,9.653889206314888e-08,4.623751287748728e-07,1.0,1.0,30.145732452552686
7,13000,9.631401254950052e-08,4.906320858666979e-07,1.0,1.0,30.10095999206767
7,13500,9.612502966995161e-08,5.172631374626792e-07,1.0,1.0,30.06662536250073
7,14000,9.597484589846261e-08,5.59467505430793e-07,1.0,1.0,30.03900016889984
7,14500,9.584119035953824e-08,6.544891885076599e-07,1.0,1.0,30.015443280177866
7,15000,9.573566859746449e-08,7.512999199612129e-07,1.0,1.0,29.995126415848556
7,40000,9.383615255173216e-08,9.596245160236857e-07,1.0,1.0,29.810013660018885
8,0,4.777169814769059,4.776691495687969,0.008093994778067885,0.009061416265801543,42.27554327936058
8,500,0.0007305635736199806,17.53656129564244,1.0,0.06544356191967782,59.55314480055651
8,1000,3.973589779443329e-06,22.196700531749517,1.0,0.08032218368945072,59.846063778786174
8,1500,3.4778314991151947e-07,23.69175094236516,1.0,0.09016668531155611,56.7070100662876
8,2000,3.325982033486426e-07,22.53517871259795,1.0,0.09833314688443898,54.11191070272896
8,2500,3.245522962026311e-07,21.396276905108422,1.0,0.10739456315024053,52.85012981086479
8,3000,3.1692381984944275e-07,20.286805067306975,1.0,0.11813401946526457,52.01508073486087
8,3500,3.09067621453433e-07,19.057989713064682,1.0,0.12954469179997763,51.32978548752629
8,4000,3.0173429521718703e-07,17.65229089575224,1.0,0.14419957489652085,50.688550731508045
8,4500,2.942473430330556e-07,16.1029485884212,1.0,0.16422418615057613,50.05130428554334
8,5000,2.85297040603769e-07,14.202254003136868,1.0,0.19096095760152143,49.35208266346239
8,5500,2.733281807253055e-07,11.697732253009795,1.0,0.2358205615840698,48.50920134559767
8,6000,2.5468490294484757e-07,8.095472142053397,1.0,0.3266584629153149,47.33559333671534
8,6500,2.143198944448526e-07,2.9655340465093807,1.0,0.5910057053361674,45.24381401020409
8,7000,1.5241026478105591e-07,0.08115580641168126,1.0,0.975053137934892,41.080928881682055
8,7500,1.2284462592599071e-07,0.0013333295123783113,1.0,0.9996643919901556,36.71502102649293
8,8000,1.0631017840477441e-07,1.1303693305440464e-05,1.0,1.0,33.6557136360525
8,8500,9.892261508898485e-08,3.4115556614085314e-07,1.0,1.0,31.807676102267557
8,9000,9.636610825097415e-08,2.3085817369354278e-07,1.0,1.0,30.821505946859073
8,9500,9.551704380388008e-08,2.0483429934121252e-07,1.0,1.0,30.35782227324637
8,10000,9.499760686181198e-08,1.9291136299346963e-07,1.0,1.0,30.146377148888366
8,10500,9.461418004077042e-08,1.867535608086456e-07,1.0,1.0,30.0430773677122
8,11000,9.430975101820792e-08,1.8300103910809037e-07,1.0,1.0,29.987272893513715
8,11500,9.406643155753415e-08,1.8061150133402913e-07,1.0,1.0,29.953770043385006
8,12000,9.385620428744492e-08,1.7907266658162278e-07,1.0,1.0,29.93145670728358
8,12500,9.36771825618319e-08,1.7762234980220584e-07,1.0,1.0,29.915231304724756
8,13000,9.351653554244244e-08,1.7650853958709138e-07,1.0,1.0,29.90268047850851
8,13500,9.337689569653776e-08,1.75484837601041e-07,1.0,1.0,29.892511918717293
8,14000,9.325114434462924e-08,1.7462644901107967e-07,1.0,1.0,29.884012618055305
8,14500,9.313565338845883e-08,1.7412238917506287e-07,1.0,1.0,29.87662254079911
8,15000,9.303395952461962e-08,1.7358638368888593e-07,1.0,1.0,29.870190053379382
8,40000,9.076466462717549e-08,1.6911085013713879e-07,1.0,1.0,29.677384019122783
9,0,4.7729503583484005,4.776687201991591,0.008616187989556136,0.006824029533504867,42.22244256898577
9,500,0.0007949253000479522,18.37936258384212,1.0,0.0270723794607898,59.639896933424296
9,1000,4.232244985343202e-06,23.064118810281265,1.0,0.03736435842935452,59.81219103166365
9,1500,3.465128880826494e-07,24.438181329257187,1.0,0.04519521199239289,56.51870671591254
9,2000,3.296064844825174e-07,23.003937262614038,1.0,0.05000559346683074,53.76789452444046
9,2500,3.216126156072442e-07,21.616870015883872,1.0,0.05615840698064661,52.41751054391141
9,3000,3.137363884967648e-07,20.434121826559664,1.0,0.06577916992952232,51.532420353208494
9,3500,3.0703310958966185e-07,19.455176215251626,1.0,0.07237946078979751,50.84710026069617
9,4000,3.011026338378118e-07,18.59887939489171,1.0,0.07786105828392438,50.277115689485974
9,4500,2.9626148370318416e-07,17.845107475321804,1.0,0.08770555990602975,49.79699180228059
9,5000,2.9227601990593644e-07,17.20795601014481,1.0,0.09385837341984563,49.37635629654213
9,5500,2.884113559943219e-07,16.637530413150245,1.0,0.10057053361673565,48.99627944624041
9,6000,2.847592702761878e-07,16.153019183388164,1.0,0.1086251258530037,48.65660430471567
9,6500,2.8129060984518476e-07,15.71877168284041,1.0,0.11466607003020472,48.34388509411122
9,7000,2.7822896125667847e-07,15.32928771959498,1.0,0.12104262221725025,48.05749580251131
9,7500,2.757392750947248e-07,14.979078721428511,1.0,0.12484617966215461,47.79315478975164
9,8000,2.7391738683817335e-07,14.65251505383033,1.0,0.13290077189842264,47.54080749983065
9,8500,2.699100846229096e-07,14.347585541460157,1.0,0.14061975612484617,47.30123549365297
9,9000,2.683329874785912e-07,14.044312412312134,1.0,0.14912182570757357,47.073576874351964
9,9500,2.665277341429519e-07,13.742775644945256,1.0,0.15460342320170042,46.85954150777761
9,10000,2.6307104770730107e-07,13.41507143109882,1.0,0.16142745273520528,46.65647637714482
9,10500,2.660739206953375e-07,13.047481200645732,1.0,0.17082447701085132,46.45604521447831
