step,train_loss,test_loss,train_acc,test_acc,param_norm
0,4.774412273012129,4.775360418885212,0.013315926892950391,0.008166461572882873,42.216694182704
100,1.380700082594818,9.259113388054082,0.7154046997389034,0.010627586978409218,56.739774515676835
200,0.004445171964302821,20.800786998002184,1.0,0.020136480590670098,65.12365418783514
300,0.0010034649970521493,23.66565880315442,1.0,0.020583957937129433,66.28171914547292
400,0.0002738624323292331,26.159102718364373,1.0,0.021478912630048103,67.19646541772025
500,7.997001479084458e-05,28.516162240788,1.0,0.022485736659581607,67.99312873612658
600,2.4199701144381117e-05,30.80037494647511,1.0,0.022821344669426112,68.71111589018918
700,7.504530892461143e-06,33.031438699373034,1.0,0.022933214006040946,69.36750209573319
800,2.3787951232202423e-06,35.21335708848243,1.0,0.023268822015885447,69.97167765911526
900,7.747284399645833e-07,37.34264205891449,1.0,0.02394003803557445,70.526104849416
1000,2.634281618331758e-07,39.39667663768871,1.0,0.024051907372189284,71.02655808144647
1100,9.669456062367836e-08,41.317541119532606,1.0,0.024611254055263453,71.46140002187275
1200,4.026986112435798e-08,43.01261260712479,1.0,0.024611254055263453,71.81620653619457
1300,1.9784499714353637e-08,44.401739846580824,1.0,0.024611254055263453,72.08635877394005
1400,1.1489541049244414e-08,45.472861872798205,1.0,0.024611254055263453,72.28289699221337
1500,7.64139129604015e-09,46.27943777585272,1.0,0.02449938471864862,72.42552010977272
1600,5.5963105717106355e-09,46.89706987323843,1.0,0.024387515382033785,72.5322629892738
1700,4.375619424336422e-09,47.38576009344247,1.0,0.024163776708804117,72.61556570363118
1800,3.5776876166702883e-09,47.785127402819555,1.0,0.024163776708804117,72.68314868062367
1900,3.01915716977586e-09,48.12212227081163,1.0,0.02427564604541895,72.7397512745988
2000,2.60802267084886e-09,48.41286627868915,1.0,0.02427564604541895,72.78835884018093
2100,2.29276196317574e-09,48.66838433948959,1.0,0.02427564604541895,72.83092205992884
2200,2.0437506287841237e-09,48.89612225321539,1.0,0.02427564604541895,72.86876171515068
2300,1.8421651340342619e-09,49.102248150248165,1.0,0.024163776708804117,72.90281261305853
2400,1.6758418467699828e-09,49.28983048014971,1.0,0.02394003803557445,72.93375525169452
2500,1.5362112054887201e-09,49.46206491111924,1.0,0.02394003803557445,72.96210455426022
2600,1.4176352070646462e-09,49.62157542047301,1.0,0.02394003803557445,72.9882574046222
2700,1.3154327004855986e-09,49.76948696810843,1.0,0.02394003803557445,73.01252582275202
2800,1.2265055720612826e-09,49.90821218936731,1.0,0.02394003803557445,73.03515963526257
2900,1.1486128479287004e-09,50.0382766735593,1.0,0.02394003803557445,73.05636243873946
3000,1.0797111344407647e-09,50.160653998405095,1.0,0.02394003803557445,73.07630292155059
3100,1.0184044206472254e-09,50.276398167554575,1.0,0.02394003803557445,73.09512081131672
3200,9.634424874757951e-10,50.38632867404386,1.0,0.02394003803557445,73.11293461899436
3300,9.139591848990167e-10,50.49074450909714,1.0,0.02394003803557445,73.1298438507943
3400,8.691488746819577e-10,50.59025165587196,1.0,0.02394003803557445,73.14593622102855
3500,8.283930030537789e-10,50.68526160905747,1.0,0.024163776708804117,73.1612843709954
3600,7.912057912643588e-10,50.77611116897179,1.0,0.024163776708804117,73.17595360525362
3700,7.570720521179876e-10,50.86337775102092,1.0,0.024163776708804117,73.19000077714341
3800,7.257082364519911e-10,50.94718589995178,1.0,0.024163776708804117,73.20347616306253
3900,6.967386589993501e-10,51.027691202239936,1.0,0.024163776708804117,73.21642389432684
4000,6.69923618261354e-10,51.105303548606344,1.0,0.024163776708804117,73.22888220453778
4100,6.450559523614869e-10,51.18012556653447,1.0,0.024163776708804117,73.240886976541
4200,6.218800906267046e-10,51.252504627293284,1.0,0.024163776708804117,73.25246941475731
4300,6.002757866276352e-10,51.32243929648651,1.0,0.024163776708804117,73.26365806929645
4400,5.800811145972573e-10,51.39016835390891,1.0,0.024163776708804117,73.27447790421016
4500,5.611530457499632e-10,51.455705606684425,1.0,0.024163776708804117,73.2849523059845
4600,5.433858202985566e-10,51.51933509644799,1.0,0.024163776708804117,73.29510206902657
4700,5.266789182446963e-10,51.58116015681948,1.0,0.024163776708804117,73.30494747690284
4800,5.109295016878455e-10,51.64111622043071,1.0,0.024163776708804117,73.31450535434895
4900,4.960611615430722e-10,51.699503217944056,1.0,0.024163776708804117,73.32379194843898
5000,4.820239763857483e-10,51.75634629226601,1.0,0.024163776708804117,73.33282146998498
5100,4.68718443332523e-10,51.81159560700961,1.0,0.024163776708804117,73.34160829314094
5200,4.5614117959474625e-10,51.86544376229243,1.0,0.024163776708804117,73.3501641080413
5300,4.441386487490452e-10,51.91809247559606,1.0,0.024051907372189284,73.35850117671903
5400,4.3276791996927586e-10,51.96937596656767,1.0,0.024051907372189284,73.36663048990896
5500,4.219388721334607e-10,52.01947338593959,1.0,0.024051907372189284,73.37456164677639
5600,4.1161906151014965e-10,52.068414025250384,1.0,0.024051907372189284,73.38230400504443
5700,4.0178374369209496e-10,52.11621611861561,1.0,0.024051907372189284,73.38986599245366
5800,3.9239783934215707e-10,52.1630551455575,1.0,0.024051907372189284,73.39725611124769
5900,3.834096044726912e-10,52.20876957446773,1.0,0.024051907372189284,73.40448108173328
6000,3.748216757329455e-10,52.253519415732654,1.0,0.024051907372189284,73.41154885247357
6100,3.665984909692042e-10,52.29744493926919,1.0,0.024051907372189284,73.41846584320099
6200,3.5871924396427917e-10,52.34031681108242,1.0,0.024051907372189284,73.42523870660557
6300,3.511463891785576e-10,52.382510221715876,1.0,0.024051907372189284,73.43187234303814
6400,3.4388780247040536e-10,52.42374516713462,1.0,0.024051907372189284,73.43837163766834
6500,3.3691062297756953e-10,52.46425187913843,1.0,0.024051907372189284,73.44474291076376
6600,3.3020242095614276e-10,52.5040310034028,1.0,0.024051907372189284,73.45099097732125
6700,3.2374670133277137e-10,52.542990032358006,1.0,0.024051907372189284,73.45712024817131
6800,3.1753183784035644e-10,52.58129111324892,1.0,0.024051907372189284,73.46313483319744
6900,3.115425287068748e-10,52.61890727672583,1.0,0.024051907372189284,73.4690400951584
7000,3.057671227939114e-10,52.65586798823084,1.0,0.024051907372189284,73.47483923360461
7100,3.0019721226365935e-10,52.692193833100745,1.0,0.024051907372189284,73.48053551708745
7200,2.9482404879059155e-10,52.727976758785964,1.0,0.024051907372189284,73.48613225054318
7300,2.8962485054028023e-10,52.763061326212544,1.0,0.024051907372189284,73.49163359704889
7400,2.846014371769605e-10,52.797587743630594,1.0,0.02394003803557445,73.49704265794337
7500,2.7974561844334656e-10,52.831583089742,1.0,0.024051907372189284,73.50236259922995
7600,2.7504933272888296e-10,52.86505764780924,1.0,0.024051907372189284,73.50759534066314
7700,2.705018497715242e-10,52.89794702626379,1.0,0.024051907372189284,73.51274390257737
7800,2.6609806770514375e-10,52.93041235351376,1.0,0.024051907372189284,73.5178117464522
7900,2.6182971522327573e-10,52.962297617552395,1.0,0.024051907372189284,73.52280058744218
8000,2.576900302270653e-10,52.99378261572182,1.0,0.024051907372189284,73.52771264705606
8100,2.5367809294166914e-10,53.0247807647285,1.0,0.024051907372189284,73.53254995737927
8200,2.497835557406519e-10,53.05531358498714,1.0,0.024051907372189284,73.53731506642184
8300,2.4600435882694846e-10,53.08542527335955,1.0,0.024051907372189284,73.54200999360322
8400,2.4233452699763593e-10,53.1150815054531,1.0,0.024051907372189284,73.54663708629514
8500,2.3876936844441766e-10,53.14436692464949,1.0,0.024051907372189284,73.55119836446086
8600,2.3530245112064047e-10,53.17325427589303,1.0,0.024051907372189284,73.55569601836224
8700,2.3193393196488134e-10,53.20172099134517,1.0,0.024051907372189284,73.56013126752588
8800,2.28654256102121e-10,53.22983249889778,1.0,0.024051907372189284,73.56450528843604
8900,2.2546462657350806e-10,53.25757384058668,1.0,0.024051907372189284,73.56882005085103
9000,2.2236221720922678e-10,53.28498349019491,1.0,0.024051907372189284,73.57307701926797
9100,2.1933760850609924e-10,53.31197546991359,1.0,0.024051907372189284,73.5772780912352
9200,2.1639333078704486e-10,53.33865032627602,1.0,0.024051907372189284,73.5814246408707
9300,2.135234673460088e-10,53.365018586801,1.0,0.024051907372189284,73.58551804340618
9400,2.1072722659107635e-10,53.39102573076145,1.0,0.024051907372189284,73.58955955952923
9500,2.0800016739825076e-10,53.41675433835443,1.0,0.024051907372189284,73.59355057975645
9600,2.0534076913882723e-10,53.442144520469,1.0,0.024051907372189284,73.59749210714595
9700,2.0274695862349303e-10,53.4672501466186,1.0,0.024051907372189284,73.60138484670667
9800,2.002160393727142e-10,53.492044312182514,1.0,0.024051907372189284,73.60523035548334
9900,1.977448911090296e-10,53.51656382232091,1.0,0.024051907372189284,73.60902982360703
10000,1.9533310307890804e-10,53.54081485916054,1.0,0.024051907372189284,73.61278440754371
10100,1.9297631787438613e-10,53.56477024159556,1.0,0.024051907372189284,73.61649529558669
10200,1.9067418625350602e-10,53.58844968005834,1.0,0.024051907372189284,73.62016332861593
10300,1.8842495400591466e-10,53.611867332598365,1.0,0.024051907372189284,73.62379006678243
10400,1.8622946345173346e-10,53.635027712700456,1.0,0.024051907372189284,73.62737614277945
10500,1.8407614299436923e-10,53.65794685156281,1.0,0.024051907372189284,73.63092217925815
10600,1.8197344656183325e-10,53.680621194877105,1.0,0.024051907372189284,73.63442886087815
10700,1.7991759678696378e-10,53.70304025498644,1.0,0.024051907372189284,73.63789689082539
10800,1.779055449335637e-10,53.72523559359354,1.0,0.024051907372189284,73.64132711415859
10900,1.759365464854934e-10,53.747223509199195,1.0,0.024051907372189284,73.64472065409669
11000,1.7401324296189974e-10,53.76889611262549,1.0,0.024051907372189284,73.64807822228596
11100,1.721217455017358e-10,53.79044133171517,1.0,0.024051907372189284,73.65140083929076
11200,1.7027427055855117e-10,53.81173955422648,1.0,0.024051907372189284,73.65468905093613
11300,1.6846442933511046e-10,53.8328044904905,1.0,0.024051907372189284,73.65794391792738
11400,1.6669140107802704e-10,53.85368503561961,1.0,0.024051907372189284,73.66116528153479
11500,1.6495419626841972e-10,53.87434330669474,1.0,0.024051907372189284,73.66435386990375
11600,1.6325216952755712e-10,53.89479621750477,1.0,0.024051907372189284,73.66751046143926
11700,1.6158301930223623e-10,53.91506793273062,1.0,0.024051907372189284,73.67063556238723
11800,1.5994702955446088e-10,53.935155045539105,1.0,0.024051907372189284,73.67373033154186
11900,1.5834309951114698e-10,53.955028721414266,1.0,0.024051907372189284,73.67679494863745
12000,1.567688498744921e-10,53.97474597796458,1.0,0.024051907372189284,73.67983011251171
